,Inventory Level,Units Sold,Units Ordered,Price,Discount,Promotion,Competitor Pricing,Epidemic,Demand,time_idx,is_weekend,month_sin,month_cos,dow_sin,dow_cos,store_freq,product_freq,store_product_freq,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_East,Region_North,Region_South,Region_West,Weather Condition_Cloudy,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Seasonality_Autumn,Seasonality_Spring,Seasonality_Summer,Seasonality_Winter
38895,575,49,0,28.65,10,0,26.69,0,54,388,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,10638,2660,532,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
38896,139,75,92,35.64,10,1,39.44,0,111,388,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,10638,2660,532,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
38897,94,94,150,20.72,20,1,18.5,0,134,388,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,10638,2660,532,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
38898,140,29,0,109.25,10,0,103.92,0,26,388,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,10638,2659,531,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
38899,183,68,112,30.9,5,0,35.85,0,111,388,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,10638,2659,531,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
38900,311,82,0,65.5,10,0,55.9,0,84,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38901,68,68,176,72.44,20,1,66.23,0,190,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38902,446,245,0,75.13,0,0,90.38,0,205,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38903,312,70,0,97.65,10,0,89.09,0,81,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38904,1141,134,0,72.99,0,0,63.98,0,149,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38905,550,68,0,39.48,5,0,38.04,0,83,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
38906,993,136,0,26.73,5,0,26.23,0,121,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38907,116,58,0,42.17,0,0,40.57,0,63,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38908,272,215,212,87.31,25,1,100.48,0,187,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38909,268,83,0,116.38,10,1,129.46,0,77,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38910,130,53,0,161.8,5,0,175.23,0,88,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38911,327,150,261,98.93,0,0,95.18,0,139,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38912,51,51,109,27.43,25,1,25.39,0,109,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
38913,129,97,0,74.56,10,1,72.2,0,122,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38914,118,69,101,16.61,0,0,15.43,0,90,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
38915,208,104,0,32.89,25,1,34.81,0,137,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38916,101,88,69,19.24,10,0,22.06,0,77,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
38917,173,138,129,64.63,10,0,62.16,0,135,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38918,104,63,61,108.94,0,0,116.27,0,65,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38919,132,57,0,112.76,0,0,125.56,0,59,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38920,315,127,343,92.36,5,0,87.1,0,140,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38921,369,119,0,30.81,10,1,34.84,0,105,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
38922,227,78,0,82.02,5,0,98.39,0,118,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38923,487,138,459,48.25,0,0,52.7,0,141,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38924,1739,8,0,59.47,10,0,62.87,0,9,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38925,146,80,0,59.12,5,0,69.28,0,80,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38926,248,108,0,29.72,0,0,28.33,0,92,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
38927,154,154,149,33.43,0,0,31.93,0,168,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38928,367,164,439,61.78,25,1,70.43,0,195,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38929,136,136,226,114.75,15,1,97.78,0,232,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38930,475,96,0,109.0,0,0,121.74,0,142,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38931,441,77,0,65.02,5,0,57.11,0,79,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38932,522,153,0,20.15,20,1,21.35,0,139,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38933,313,110,0,144.18,10,1,124.11,0,161,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38934,470,98,0,79.15,0,0,76.21,0,124,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38935,592,256,0,124.63,10,1,117.18,0,241,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38936,143,38,0,17.55,5,0,16.84,0,46,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
38937,165,112,0,27.08,5,0,30.95,0,103,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38938,668,191,0,111.05,0,0,119.7,0,176,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2659,532,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38939,354,69,0,133.1,5,0,150.14,0,97,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
38940,360,78,0,14.81,10,0,14.56,0,74,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
38941,268,117,0,68.09,10,1,61.08,0,182,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38942,233,52,0,77.34,5,0,67.76,0,54,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38943,267,59,0,22.22,0,0,26.76,0,86,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38944,261,66,0,20.54,0,0,22.75,0,67,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
38945,123,62,54,33.39,5,0,37.74,0,64,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
38946,565,72,0,17.14,5,0,16.03,0,114,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38947,124,100,0,129.87,0,0,112.22,0,116,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38948,58,58,131,47.61,20,1,43.18,0,111,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38949,145,109,151,39.57,10,1,43.66,0,135,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38950,485,27,0,93.59,10,0,88.47,0,35,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38951,113,36,0,89.4,5,0,78.67,0,48,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38952,721,91,0,66.87,10,1,71.92,0,104,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38953,337,71,0,77.61,15,1,88.66,0,86,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38954,252,62,0,86.35,5,0,98.25,0,76,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38955,211,92,238,84.0,20,1,92.8,0,109,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38956,467,75,0,122.71,0,0,111.32,0,63,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38957,215,61,0,130.11,0,0,111.0,0,52,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38958,50,50,73,55.6,0,0,47.6,0,85,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
38959,640,57,0,69.42,0,0,81.41,0,76,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2659,532,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38960,188,178,0,12.89,10,0,12.6,0,166,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
38961,673,142,0,21.33,10,1,20.72,0,131,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
38962,255,138,316,164.06,5,0,148.92,0,123,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38963,547,101,0,57.92,5,0,50.7,0,122,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
38964,250,123,0,80.11,0,0,72.93,0,108,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38965,423,188,0,46.24,0,0,49.06,0,178,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
38966,509,94,0,32.49,5,0,29.33,0,138,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
38967,109,97,103,103.84,10,0,121.89,0,122,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38968,250,70,0,87.35,25,1,95.44,0,98,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38969,466,135,0,24.64,15,1,24.39,0,117,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
38970,233,72,0,64.64,0,0,68.42,0,120,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38971,145,92,0,111.39,0,0,118.29,0,85,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38972,274,64,266,16.02,25,1,14.91,0,94,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
38973,244,78,245,138.58,25,1,149.55,0,103,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38974,300,32,0,87.22,0,0,97.49,0,46,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38975,346,90,0,97.4,20,1,113.97,0,83,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38976,217,105,165,119.69,0,0,108.16,0,145,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38977,107,47,87,171.38,0,0,154.13,0,77,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2660,532,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38978,206,119,0,69.12,0,0,59.59,0,124,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2659,532,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38979,229,126,275,155.89,0,0,164.85,0,127,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10640,2659,532,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38980,114,112,385,13.95,5,0,15.13,0,165,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38981,315,187,523,42.64,25,1,42.18,0,185,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38982,200,154,127,31.21,10,0,35.61,0,139,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
38983,99,99,127,8.7,0,0,10.13,0,138,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38984,358,91,0,17.76,5,0,20.85,0,142,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38985,375,94,0,64.92,0,0,68.37,0,125,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38986,169,169,0,89.98,5,0,102.49,0,144,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38987,152,40,0,56.23,5,0,53.28,0,66,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38988,578,60,0,81.9,10,1,80.62,0,68,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38989,69,69,0,60.07,20,1,67.28,0,176,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38990,402,132,424,80.39,5,0,86.2,0,111,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38991,302,111,0,140.77,10,0,134.35,0,116,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38992,750,44,0,50.0,25,1,60.15,0,66,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38993,138,77,0,156.08,10,1,188.0,0,88,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38994,423,50,0,47.61,0,0,41.03,0,68,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38995,526,58,0,31.44,15,1,27.93,0,96,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
38996,156,87,110,43.6,0,0,43.11,0,125,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
38997,150,51,0,21.87,0,0,19.94,0,81,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2660,532,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38998,111,61,153,127.48,5,0,136.41,0,64,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2659,531,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38999,227,82,0,33.78,0,0,29.85,0,106,389,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10638,2659,531,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
39000,229,130,217,69.77,15,1,62.17,0,121,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39001,176,95,122,81.31,0,0,76.13,0,150,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39002,1452,110,0,57.93,15,1,67.51,0,167,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39003,242,66,187,111.85,5,0,97.82,0,105,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39004,1007,74,0,49.88,10,1,43.8,0,64,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
39005,482,123,0,47.23,0,0,56.28,0,140,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
39006,857,75,0,24.82,5,0,22.17,0,98,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
39007,58,58,58,39.43,5,0,43.61,0,72,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39008,269,191,204,115.52,0,0,137.94,0,184,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39009,185,81,0,128.59,10,0,117.45,0,91,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39010,243,97,140,150.84,10,0,176.25,0,84,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39011,177,87,0,84.86,5,0,99.49,0,122,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
39012,109,109,82,30.63,10,0,34.85,0,102,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
39013,32,32,0,81.4,5,0,81.33,0,134,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
39014,150,120,89,16.6,5,0,14.18,0,105,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
39015,104,104,0,42.34,5,0,51.18,0,143,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
39016,82,82,165,22.22,25,1,26.01,0,185,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
39017,164,81,102,57.84,10,0,65.33,0,115,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
39018,102,35,0,94.37,10,0,90.15,0,42,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2659,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39019,546,63,0,118.55,5,0,137.83,0,88,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2659,532,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39020,188,142,637,97.69,15,1,95.42,0,203,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
39021,250,61,165,31.81,0,0,38.44,0,83,390,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10640,2660,532,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
